n,Static Array,Dynamic Array,Singly Linked List,Doubly Linked List
1000,0.0002944469451904297,0.0005276203155517578,5.3882598876953125e-05,5.364418029785156e-05
10000,0.03049778938293457,0.09128618240356445,0.000507354736328125,0.0005202293395996094
15000,0.1528153419494629,0.2955341339111328,0.0007410049438476562,0.0010533332824707031
20000,0.3405485153198242,1.4648308753967285,0.0009725093841552734,0.001163482666015625
25000,0.7164103984832764,4.458322286605835,0.0011625289916992188,0.0013854503631591797
30000,3.6147561073303223,7.351990222930908,0.0013988018035888672,0.0015969276428222656
